id,vendor,name,price,discount,price_0,description,full_description,link_product,link_image,type,combo,is_combo,is_salon_product,keywords
1,Christina,Christina - Unstress - Step 1: Gentle Cleansing Milk - 300ml (Sữa tẩy trang rửa mặt dành cho da nhạy cảm),2398000,%,2398000,"Christina - Unstress - Step 1: Gentle Cleansing Milk - 300ml (Sữa tẩy trang rửa mặt dành cho da nhạy cảm)
Dành cho làn da mỏng yếu, nhạy cảm, suy yếu do điều trị, sau thực hiện công nghệ cao, tổn thương do hóa chất, Laser, Peel, Treatment mạnh. 
Làn da dùng phải các sản phẩm có tính chất bào mòn, chứa thành phần corticoid, da lộ mao mạch, kích ứng, mẩn đỏ. ","Thành phần: 
- Calendula: giảm viêm và ngứa, làm dịu da
- Vitamin E: chất chống oxy hóa mạnh, ngăn ngừa sự hình thành các gốc tự do, củng cố hàng rào bảo vệ da, giảm mất nước qua biểu bì.
- Centheal: tác dụng chống viêm.

Công dụng: 
Nhẹ nhàng rửa sạch lớp trang điểm,
kem chống nắng, bụi bẩn và dầu thừa trên da, cho làn da cảm giác mịn màng và thông thoáng.

Chỉ định: 
Dành cho làn da mỏng yếu, nhạy cảm, suy yếu do điều trị, sau thực hiện công nghệ cao, tổn thương do hóa chất, Laser, Peel, Treatment mạnh. 
Làn da dùng phải các sản phẩm có tính chất bào mòn, chứa thành phần corticoid, da lộ mao mạch, kích ứng, mẩn đỏ. 

Hướng dẫn sử dụng: 
Dùng một lượng vừa đủ massage nhẹ nhàng sản phẩm lên da mặt rồi lau sạch
Dung tích: 300ML",https://vhndistribution.com/san-pham/1-sua-tay-trang-rua-mat-danh-cho-da-nhay-cam-gentle-cleansing-milk-300-ml/,https://vhndistribution.com/wp-content/uploads/2023/04/1-10.png,None,False,False,True,
2,Christina,"Christina - Unstress - Step 2: Revitalizing Toner - 300ml (Nước hoa hồng cân bằng, làm dịu và đổi mới da)",2266000,%,2266000,"Christina - Unstress - Step 2: Revitalizing Toner - 300ml (Nước hoa hồng cân bằng, làm dịu và đổi mới da)
Dành cho làn da mỏng yếu, nhạy cảm, suy yếu do điều trị, sau thực hiện công nghệ cao, tổn thương do hóa chất, Laser, Peel, Treatment mạnh. 
Làn da dùng phải các sản phẩm có tính chất bào mòn, chứa thành phần corticoid, da lộ mao mạch, kích ứng, mẩn đỏ. ","Thành phần: 
 - Biodetox peptide (lá lô hội, bioflavonoid, brocolli): bảo vệ da khỏi các chất ô nhiễm và căng thẳng từ môi trường.
- Glycolic acid và acid lactic: làm sạch và kích thích tái tạo tế bào.
- Chiết xuất dưa chuột: làm dịu kích ứng, giảm viêm.

Công dụng: 
Làm sạch, làm dịu, giảm đỏ, giúp tăng cường tái tạo tế bào.

Chỉ định: 
Dành cho làn da mỏng yếu, nhạy cảm, suy yếu do điều trị, sau thực hiện công nghệ cao, tổn thương do hóa chất, Laser, Peel, Treatment mạnh. 
Làn da dùng phải các sản phẩm có tính chất bào mòn, chứa thành phần corticoid, da lộ mao mạch, kích ứng, mẩn đỏ. 

Hướng dẫn sử dụng: 
Lấy 1 ml nước cân bằng vào bông cotton, sau đó thoa đều theo chiều cấu tạo da, làm sạch và cân bằng da.

Dung tích: 300ML",https://vhndistribution.com/san-pham/2-nuoc-hoa-hong-tai-tao-can-bang-da-revitalazing-toner-300-ml/,https://vhndistribution.com/wp-content/uploads/2023/04/2-4.png,None,False,False,True,
3,Christina,Christina - Unstress - Step 3:  Probiotic peel - 250ml (Peel thanh lọc và đổi mới da dịu nhẹ),7282000,%,7282000,"Christina - Unstress - Step 3:  Probiotic peel - 250ml (Peel thanh lọc và đổi mới da dịu nhẹ)
Dành cho làn da mỏng yếu, nhạy cảm, suy yếu do điều trị, sau thực hiện công nghệ cao, tổn thương do hóa chất, Laser, Peel, Treatment mạnh. 
Làn da dùng phải các sản phẩm có tính chất bào mòn, chứa thành phần corticoid, da lộ mao mạch, kích ứng, mẩn đỏ. ","Thành phần: 
- Probiotic: bảo vệ DNA và màng tế bào.
- Squalane: ngăn ngừa mất độ ẩm và phục hồi độ đàn hồi.
- Glycolic acid: tẩy tế bào chết, kích thích tái tạo tế bào.
-Bơ hạt mỡ: giữ ẩm và phục hồi da, làm mịn và cải thiện độ đàn hồi.

Công dụng: 
Pro-biotic Peel nhẹ nhàng tẩy tế bào chết, giúp làm sạch, thải độc mà không gây kích ứng, cải thiện cơ chế bảo vệ tự nhiên và phục hồi hàng rào bảo vệ da.

Chỉ định: 
Dành cho làn da mỏng yếu, nhạy cảm, suy yếu do điều trị, sau thực hiện công nghệ cao, tổn thương do hóa chất, Laser, Peel, Treatment mạnh. 
Làn da dùng phải các sản phẩm có tính chất bào mòn, chứa thành phần corticoid, da lộ mao mạch, kích ứng, mẩn đỏ. 

Hướng dẫn sử dụng: 
Thoa 1 lớp mỏng (1-2ml) lên bề mặt da, để nguyên sản phẩm trên da từ 1-3 phút, không massage thẩm thấu. 

Dung tích: 250ML",https://vhndistribution.com/san-pham/3-tay-da-chet-thanh-loc-va-tai-tao-da-diu-nhe-probiotic-peel-250-ml/,https://vhndistribution.com/wp-content/uploads/2023/04/3-4.png,None,False,False,True,
4,Christina,Christina - Unstress -Step 4: Frangipani Concentrate - 300ml (Huyết thanh làm dịu bảo vệ da),2800000,%,2800000,"Christina - Unstress -Step 4: Frangipani Concentrate - 300ml (Huyết thanh làm dịu bảo vệ da)
Dành cho làn da mỏng yếu, nhạy cảm, suy yếu do điều trị, sau thực hiện công nghệ cao, tổn thương do hóa chất, Laser, Peel, Treatment mạnh. 
Làn da dùng phải các sản phẩm có tính chất bào mòn, chứa thành phần corticoid, da lộ mao mạch, kích ứng, mẩn đỏ. ","Thành phần: 
- Chiết xuất Frangipani: thải độc & làm giảm kích ứng.
- Lipigenine (chiết xuất hạt lanh): tăng tổng hợp các axit béo thiết yếu.
- Rosanic (phức hợp thảo dược): làm dịu, giảm viêm và giảm đỏ.

Công dụng: 
Chiết xuất cô đặc, làm dịu da đồng thời tạo một lớp bảo vệ chống lại các chất ô nhiễm môi trường, các gốc tự do, và vi khuẩn.

Chỉ định: 
Dành cho làn da mỏng yếu, nhạy cảm, suy yếu do điều trị, sau thực hiện công nghệ cao, tổn thương do hóa chất, Laser, Peel, Treatment mạnh. 
Làn da dùng phải các sản phẩm có tính chất bào mòn, chứa thành phần corticoid, da lộ mao mạch, kích ứng, mẩn đỏ. 

Hướng dẫn sử dụng: 
Lấy 1ml chấm đều, vỗ nhẹ lên da, không lau đi


Dung tích: 300ML",https://vhndistribution.com/san-pham/4-huyet-thanh-lam-diu-bao-ve-da-frangipany-concentrate-300-ml/,https://vhndistribution.com/wp-content/uploads/2023/04/4-5.png,None,False,False,True,
5,Christina,Christina - Unstress - Step 5: Total Serenity Serum - 100ml (Huyết thanh phục hồi và làm dịu da),7150000,%,7150000,"Christina - Unstress - Step 5: Total Serenity Serum - 100ml (Huyết thanh phục hồi và làm dịu da)
Dành cho làn da mỏng yếu, nhạy cảm, suy yếu do điều trị, sau thực hiện công nghệ cao, tổn thương do hóa chất, Laser, Peel, Treatment mạnh. 
Làn da dùng phải các sản phẩm có tính chất bào mòn, chứa thành phần corticoid, da lộ mao mạch, kích ứng, mẩn đỏ. ","Thành phần: 
- Phức hợp Phytoceramide: công nghệ tiên tiến giúp cải thiện chức năng hàng rào da, độ đàn hồi và mềm mại của da. Tăng khả năng giữ ẩm và giảm ngứa.
- Squalane: ngăn ngừa mất độ ẩm và phục hồi độ đàn hồi.
- BSASM: kháng viêm, kháng khuẩn và chống oxy hóa
- Peptide, Venuceane (chiết xuất từ tảo)

Công dụng: 
Tăng cường hoạt động chống oxy hóa, ngăn ngừa glycation và làm dịu làn da bị kích thích. Tăng cường cấu trúc da và phục hồi da khỏe mạnh.

Chỉ định: 
Dành cho làn da mỏng yếu, nhạy cảm, suy yếu do điều trị, sau thực hiện công nghệ cao, tổn thương do hóa chất, Laser, Peel, Treatment mạnh. 
Làn da dùng phải các sản phẩm có tính chất bào mòn, chứa thành phần corticoid, da lộ mao mạch, kích ứng, mẩn đỏ. 

Hướng dẫn sử dụng: 
Lấy 1ml chấm đều, vỗ nhẹ lên da, không lau đi



Dung tích: 100ML",https://vhndistribution.com/san-pham/5-huyet-thanh-phuc-hoi-va-lam-diu-da-total-serenity-serum-100-ml/,https://vhndistribution.com/wp-content/uploads/2023/04/5-3.png,None,False,False,True,
6,Christina,Christina - Unstress - Step 6a: relaxing Massage cream - 500ml (Kem massage dưỡng ẩm và phục hồi da),3300000,%,3300000,"Christina - Unstress - Step 6a: relaxing Massage cream - 500ml (Kem massage dưỡng ẩm và phục hồi da)
Dành cho làn da mỏng yếu, nhạy cảm, suy yếu do điều trị, sau thực hiện công nghệ cao, tổn thương do hóa chất, Laser, Peel, Treatment mạnh. 
Làn da dùng phải các sản phẩm có tính chất bào mòn, chứa thành phần corticoid, da lộ mao mạch, kích ứng, mẩn đỏ. ","Thành phần: 
 - Phức hợp Phytoceramide (ceramide, omega 3, 6, 9 từ chiết xuất thực vật): công nghệ tiên tiến giúp cải thiện chức năng hàng rào da, độ đàn hồi và mềm mại của da. Tăng khả năng giữ ẩm và giảm ngứa.
- Squalane: ngăn ngừa mất độ ẩm và phục hồi độ đàn hồi.
- Vitamin E: chất chống oxy hóa mạnh, ngăn ngừa sự hình thành các gốc tự do, củng cố hàng rào bảo vệ da, giảm mất nước qua biểu bì.
- Sodium hyaluronat

Công dụng: 
Làm dịu và cấp ẩm cho làn da. Tăng cường sự bảo vệ ở cấp độ tế bào đồng thời cải thiện độ đàn hồi, độ mềm mịn và khả năng phục hồi của da.

Chỉ định: 
Dành cho làn da mỏng yếu, nhạy cảm, suy yếu do điều trị, sau thực hiện công nghệ cao, tổn thương do hóa chất, Laser, Peel, Treatment mạnh. 
Làn da dùng phải các sản phẩm có tính chất bào mòn, chứa thành phần corticoid, da lộ mao mạch, kích ứng, mẩn đỏ. 

Hướng dẫn sử dụng: 
Dùng 1-2 giọt tinh dầu của bước 6b trộn với 1 lượng kem của bước 6a vừa đủ, thoa một lớp mỏng lên da, massage nhẹ nhàng theo chiều cấu tạo da từ 10-15 phút, massage thẩm thấu hoàn toàn, đối với làn da quá khô hoặc nhiễm corticoid bị mẩn đỏ thì vỗ đều cho thẩm thấu.
Lưu ý: nếu còn thấy độ bóng trên bề mặt da, dùng giấy tissue thấm bớt dư lượng sản phẩm trước khi đắp mặt nạ.


Dung tích: 500ML",https://vhndistribution.com/san-pham/6a-kem-massage-duong-am-va-phuc-hoi-da-relaxing-massage-cream-500-ml/,https://vhndistribution.com/wp-content/uploads/2023/04/6A-Unstress.jpg,None,False,False,True,
7,Christina,Christina - Unstress - Step 6b: Multi Vitamin Supplement - 100ml (Tinh chất bổ sung Vitamin cho da),4246000,%,4246000,"Christina - Unstress - Step 6b: Multi Vitamin Supplement - 100ml (Tinh chất bổ sung Vitamin cho da)
Dành cho làn da mỏng yếu, nhạy cảm, suy yếu do điều trị, sau thực hiện công nghệ cao, tổn thương do hóa chất, Laser, Peel, Treatment mạnh. 
Làn da dùng phải các sản phẩm có tính chất bào mòn, chứa thành phần corticoid, da lộ mao mạch, kích ứng, mẩn đỏ. ","Thành phần: 
- Kalpariane: loại bỏ gốc tự do, thúc đẩy tổng hợp HA, collagen và elastin.
- Multi-dầu ACE: chất chống oxy hóa, nuôi dưỡng và làm mờ nếp nhăn. 
- Vitamin F: nuôi dưỡng làn da, giảm khô và bong tróc, cho làn da cảm giác thoải mái.
- Tinh dầu hướng dương, lúa mì

Công dụng:
Cung cấp nhiều dinh dưỡng, giàu chất chống oxy hóa, kháng viêm và ngân ngừa lão hóa. Tăng cường hàng rào bảo vệ biểu bì và cấp nước cho da.


Dung tích: 100ML",https://vhndistribution.com/san-pham/6b-tinh-chat-bo-sung-vitamin-cho-da-multi-vitamin-supplement-100ml/,https://vhndistribution.com/wp-content/uploads/2023/04/6-4.png,None,False,False,True,
8,Christina,Christina - Unstress - Step 7: Clarifying Mask - 250ml (Mặt nạ thải độc và làm dịu da),2900000,%,2900000,"Christina - Unstress - Step 7: Clarifying Mask - 250ml (Mặt nạ thải độc và làm dịu da)
Dành cho làn da mỏng yếu, nhạy cảm, suy yếu do điều trị, sau thực hiện công nghệ cao, tổn thương do hóa chất, Laser, Peel, Treatment mạnh. 
Làn da dùng phải các sản phẩm có tính chất bào mòn, chứa thành phần corticoid, da lộ mao mạch, kích ứng, mẩn đỏ. ","Thành phần: 
- Zinc oxide: chống viêm, bảo vệ da khỏi tia UVA và ngăn ngừa lão hóa da
- Venuceane: bảo vệ DNA & sợi cơ, ngăn ngừa viêm nhiễm, giảm TEWL, bảo vệ chống lại tác hại của tia cực tím & hồng ngoại.
- Chiết xuất cam thảo: làm sáng và đồng đều màu da

Công dụng: 
Giúp giảm thiểu các tổn thương ngoài môi trường, giảm đỏ, làm dịu da. Công thức giàu chất chống oxy hóa giải độc giúp làm giảm dấu hiệu lão hóa da sớm, chống lại các gốc tự do và làm đều màu da. Tăng cường hàng rào phòng thủ da và duy trì kết cấu da.c

Hướng dẫn sử dụng: 
Lấy 2 ml mặt nạ dùng cọ silicon, quét đều theo chiều cấu tạo da, để thư giãn trong đúng 10 phút.
Sau đó, làm sạch với nước trước, rồi sử dụng khăn ấm để lau sạch bề mặt da.


Dung tích: 250ML",https://vhndistribution.com/san-pham/7-mat-na-thai-doc-lam-diu-da-clarifying-mask-250-ml/,https://vhndistribution.com/wp-content/uploads/2023/04/7-8.png,None,False,False,True,
9,Christina,Christina - Unstress - Step 8: Optimal hydration mask - 250ml (Mặt nạ dưỡng ẩm và phục hồi da),3916000,%,3916000,"Christina - Unstress - Step 8: Optimal hydration mask - 250ml (Mặt nạ dưỡng ẩm và phục hồi da)
Dành cho làn da mỏng yếu, nhạy cảm, suy yếu do điều trị, sau thực hiện công nghệ cao, tổn thương do hóa chất, Laser, Peel, Treatment mạnh. 
Làn da dùng phải các sản phẩm có tính chất bào mòn, chứa thành phần corticoid, da lộ mao mạch, kích ứng, mẩn đỏ. ","Thành phần: 
 - Phức hợp Phytoceramide: công nghệ tiên tiến giúp cải thiện chức năng hàng rào da, độ đàn hồi và mềm mại của da. Tăng khả năng giữ ẩm và giảm ngứa.
- Probiotic: bảo vệ DNA và màng tế bào.
- Lipigenine: tăng tổng hợp các axit béo thiết yếu.

Công dụng: 
Tăng cường sức khoẻ của ớp sừng và cải thiện hydrat hóa. Giảm cảm giác ngứa và khó chịu. Cải thiện kết cấu và độ đàn hồi

Hướng dẫn sử dụng: 
Lấy 2 ml mặt nạ dùng cọ silicon, quét đều theo chiều cấu tạo da, để thư giãn 10 phút cho sản phẩm thẩm thấu. Sau đó, massage nhẹ 2 phút để sản phẩm thẩm thấu, dùng khăn ấm lau sạch.


Dung tích: 250ML",https://vhndistribution.com/san-pham/8-mat-na-duong-am-phuc-hoi-da-optimal-hydration-mask-250ml/,https://vhndistribution.com/wp-content/uploads/2023/04/8-7.png,None,False,False,True,
10,Christina,Christina - Unstress - Step 9: ProBiotic Moisturizer SPF 15 - 150ml (Kem dưỡng ẩm làm dịu và bảo vệ da SPF15),7315000,%,7315000,"Christina - Unstress - Step 9: ProBiotic Moisturizer SPF 15 - 150ml (Kem dưỡng ẩm làm dịu và bảo vệ da SPF15)
Dành cho làn da mỏng yếu, nhạy cảm, suy yếu do điều trị, sau thực hiện công nghệ cao, tổn thương do hóa chất, Laser, Peel, Treatment mạnh. 
Làn da dùng phải các sản phẩm có tính chất bào mòn, chứa thành phần corticoid, da lộ mao mạch, kích ứng, mẩn đỏ. ","Thành phần: 
 - Quintescine peptide: chất chống oxy hóa, chống phản ứng glycation, bảo vệ DNA, giảm stress do oxy hóa.
- Venuceane: bảo vệ DNA & sợi cơ, ngăn ngừa viêm nhiễm, giảm TEWL, bảo vệ chống lại tác hại của tia cực tím & hồng ngoại.
- Eco-skin: chống viêm, giảm thiểu biểu hiện rối loạn của da
- Sun filters: thành phần chống nắng bảo vệ da trước tia UV
Công dụng: 
Kem ngày tăng cường khả năng miễn dịch. Bảo vệ da chống lại tia UV và bức xạ. Chống lại các gốc tự do, kháng viêm và ngăn ngừa lão hóa da sớm.
Chỉ định: 
Dành cho làn da mỏng yếu, nhạy cảm, suy yếu do điều trị, sau thực hiện công nghệ cao, tổn thương do hóa chất, Laser, Peel, Treatment mạnh. 
Làn da dùng phải các sản phẩm có tính chất bào mòn, chứa thành phần corticoid, da lộ mao mạch, kích ứng, mẩn đỏ. 
Hướng dẫn sử dụng: 
Lấy một lượng vừa đủ (0,2– 0,3 ml) chia đều
 5 điểm trên khuôn mặt, dùng hai ngón tay vỗ đều cho thẩm thấu.
Dung tích: 150ML",https://vhndistribution.com/san-pham/9-kem-duong-am-lam-diu-va-bao-ve-da-probiotic-moiturizer-spf15-150ml/,https://vhndistribution.com/wp-content/uploads/2023/04/9-5.png,None,False,False,True,
